#,title,text,embedding_dims,embedding_preview (5 số đầu)
11,Ngành Khoa học dữ liệu (Mã ngành: 7460108) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"- **Phương thức 4**: Xét tuyển thẳng theo quy chế của Bộ GD&ĐT.
- **Phương thức 5**: Xét điểm ĐGNL chuyên biệt Trường ĐH Sư phạm TP.HCM kết hợp học bạ.
- **Chính sách học bổng**: HUIT dành hàng tỷ đồng học bổng khuyến khích học tập, học bổng 50% học kỳ 1 cho các ngành ưu tiên, hỗ trợ tân sinh viên vay vốn và khám sức khỏe miễn phí.",384,"-0.0337, 0.1569, 0.0426, -0.0673, 0.0989 ..."
12,Ngành Công nghệ thực phẩm (Mã ngành: 7540101) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"# Ngành Công nghệ thực phẩm (Mã ngành: 7540101)
**MÃ NGÀNH:** `7540101` | **KHOA QUẢN LÝ:** Khoa Công nghệ thực phẩm (Thế mạnh cốt lõi số 1 của HUIT)
**THỜI GIAN ĐÀO TẠO:** 3.5 - 4 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A00 (Toán, Lý, Hóa)
- A01 (Toán, Lý, Anh)
- D07 (Toán, Hóa, Anh)
- B00 (Toán, Hóa, Sinh)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `600 điểm`
- Điểm trúng tuyển THPT năm 2024: `22.50 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `24.00 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO",384,"-0.0927, 0.0119, 0.0884, -0.0960, -0.0668 ..."
13,Ngành Công nghệ thực phẩm (Mã ngành: 7540101) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"Ngành đào tạo thế mạnh lâu đời nhất của HUIT. Đào tạo quy trình chế biến, bảo quản thực phẩm, nghiên cứu phát triển sản phẩm mới (R&D), quản lý chất lượng thực phẩm (HACCP, ISO 22000), công nghệ đồ uống, bánh kẹo, thịt cá.
## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Kỹ sư Nghiên cứu và Phát triển Sản phẩm Thực phẩm (R&D)
- Kỹ sư Quản lý Chất lượng Thực phẩm (QA/QC)
- Quản lý Phân xưởng/Nhà máy Sản xuất Thực phẩm
- Chuyên viên Kiểm nghiệm và Giám định Thực phẩm
- Chuyên gia Tư vấn An toàn Thực phẩm
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.",384,"-0.0827, 0.2209, 0.0714, -0.0125, 0.1018 ..."
14,Ngành Đảm bảo chất lượng và an toàn thực phẩm (Mã ngành: 7540106) - Trường Đại học Công Thương TP.HC (HUIT Cổng tuyển sinh chính thức),"# Ngành Đảm bảo chất lượng và an toàn thực phẩm (Mã ngành: 7540106)
**MÃ NGÀNH:** `7540106` | **KHOA QUẢN LÝ:** Khoa Công nghệ thực phẩm
**THỜI GIAN ĐÀO TẠO:** 3.5 - 4 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A00 (Toán, Lý, Hóa)
- A01 (Toán, Lý, Anh)
- D07 (Toán, Hóa, Anh)
- B00 (Toán, Hóa, Sinh)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `600 điểm`
- Điểm trúng tuyển THPT năm 2024: `20.50 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `22.50 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO",384,"-0.0129, 0.0647, -0.0133, -0.0599, 0.0089 ..."
15,Ngành Đảm bảo chất lượng và an toàn thực phẩm (Mã ngành: 7540106) - Trường Đại học Công Thương TP.HC (HUIT Cổng tuyển sinh chính thức),"Đào tạo các tiêu chuẩn chất lượng ISO, BRC, IFS, GMP, HACCP, vi sinh thực phẩm, độc tố học thực phẩm, luật thực phẩm quốc tế và đánh giá rủi ro an toàn thực phẩm.
## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Chuyên viên Đảm bảo Chất lượng QA/QC Thực phẩm
- Chuyên viên Đánh giá Tiêu chuẩn An toàn Thực phẩm
- Thanh tra viên An toàn Thực phẩm tại cơ quan nhà nước
- Quản lý Hệ thống Chất lượng tại tập đoàn đa quốc gia
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).",384,"0.0494, 0.1212, -0.0225, -0.0268, 0.1618 ..."
16,Ngành Công nghệ chế biến thủy sản (Mã ngành: 7540105) - Trường Đại học Công Thương TP.HCM - Tuyển Si (HUIT Cổng tuyển sinh chính thức),"# Ngành Công nghệ chế biến thủy sản (Mã ngành: 7540105)
**MÃ NGÀNH:** `7540105` | **KHOA QUẢN LÝ:** Khoa Thủy sản (Được hưởng Học bổng 50% HP HK1)
**THỜI GIAN ĐÀO TẠO:** 3.5 - 4 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ (Học bổng 50% học kỳ 1)
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A00 (Toán, Lý, Hóa)
- A01 (Toán, Lý, Anh)
- D07 (Toán, Hóa, Anh)
- B00 (Toán, Hóa, Sinh)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `600 điểm`
- Điểm trúng tuyển THPT năm 2024: `17.00 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `20.00 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO",384,"0.0005, 0.0897, 0.0657, -0.1517, -0.0302 ..."
17,Ngành Công nghệ chế biến thủy sản (Mã ngành: 7540105) - Trường Đại học Công Thương TP.HCM - Tuyển Si (HUIT Cổng tuyển sinh chính thức),"Đào tạo kỹ thuật chế biến đông lạnh, đồ hộp thủy hải sản, chiết xuất hợp chất sinh học từ phụ phẩm thủy sản, xuất nhập khẩu thủy sản sang EU, Mỹ, Nhật.
## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Kỹ sư Công nghệ Chế biến Thủy sản
- Chuyên viên Quản lý Chất lượng Xuất khẩu Thủy sản
- Quản lý Quá trình Đông lạnh và Đóng hộp Thủy sản
- Chuyên viên R&D Sản phẩm Thủy hải sản Giá trị gia tăng
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).
- **Phương thức 3**: Xét theo điểm thi Đánh giá Năng lực do ĐHQG-HCM tổ chức.",384,"-0.0210, 0.0297, 0.1298, -0.1480, 0.1439 ..."
18,Ngành Khoa học dinh dưỡng và ẩm thực (Mã ngành: 7540107) - Trường Đại học Công Thương TP.HCM - Tuyển (HUIT Cổng tuyển sinh chính thức),"# Ngành Khoa học dinh dưỡng và ẩm thực (Mã ngành: 7540107)
**MÃ NGÀNH:** `7540107` | **KHOA QUẢN LÝ:** Khoa Công nghệ thực phẩm (Học bổng 50% HP HK1)
**THỜI GIAN ĐÀO TẠO:** 3.5 - 4 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ (Học bổng 50% học kỳ 1)
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A00 (Toán, Lý, Hóa)
- A01 (Toán, Lý, Anh)
- D07 (Toán, Hóa, Anh)
- B00 (Toán, Hóa, Sinh)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `600 điểm`
- Điểm trúng tuyển THPT năm 2024: `19.00 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `21.00 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO",384,"0.0008, 0.0530, 0.1026, -0.0262, -0.0193 ..."
19,Ngành Khoa học dinh dưỡng và ẩm thực (Mã ngành: 7540107) - Trường Đại học Công Thương TP.HCM - Tuyển (HUIT Cổng tuyển sinh chính thức),"Kết hợp khoa học dinh dưỡng cơ thể người, xây dựng khẩu phần ăn lý tưởng, tư vấn dinh dưỡng lâm sàng, phân tích hóa học thực phẩm và khoa học nghệ thuật ẩm thực.
## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Chuyên viên Tư vấn Dinh dưỡng tại trung tâm y tế / spa / thể thao
- Kỹ sư Phát triển Thực phẩm Dinh dưỡng và Dược phẩm
- Chuyên gia Xây dựng Thực đơn Dinh dưỡng Khách sạn / Bệnh viện
- Chuyên viên Kiểm định Dinh dưỡng Thực phẩm
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).",384,"0.0653, 0.0006, 0.1291, 0.1583, 0.0220 ..."
20,Ngành Khoa học chế biến món ăn (Mã ngành: 7810203) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh  (HUIT Cổng tuyển sinh chính thức),"# Ngành Khoa học chế biến món ăn (Mã ngành: 7810203)
**MÃ NGÀNH:** `7810203` | **KHOA QUẢN LÝ:** Khoa Dịch vụ du lịch & Ẩm thực (Học bổng 50% HP HK1)
**THỜI GIAN ĐÀO TẠO:** 3.5 - 4 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ (Học bổng 50% học kỳ 1)
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A00 (Toán, Lý, Hóa)
- A01 (Toán, Lý, Anh)
- D07 (Toán, Hóa, Anh)
- B00 (Toán, Hóa, Sinh)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `600 điểm`
- Điểm trúng tuyển THPT năm 2024: `18.00 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `20.50 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO",384,"0.0207, 0.0571, 0.0522, -0.0422, -0.0929 ..."
21,Ngành Khoa học chế biến món ăn (Mã ngành: 7810203) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh  (HUIT Cổng tuyển sinh chính thức),"Đào tạo nghệ thuật và kỹ thuật chế biến món ăn Á - Âu nâng cao, quản lý bếp chuyên nghiệp, thiết kế thực đơn cao cấp, khoa học kết hợp hương vị và dinh dưỡng.
## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Bếp trưởng / Quản lý Bếp tại Khách sạn 5 sao & Nhà hàng Quốc tế
- Chuyên gia Sáng tạo Ẩm thực (Culinary Director)
- Chuyên viên Nghiên cứu và Phát triển Công thức Món ăn
- Chủ Doanh nghiệp Dịch vụ Ẩm thực & Catering
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).",384,"0.1654, 0.0853, 0.0958, 0.1346, -0.0432 ..."
22,Ngành Marketing (Mã ngành: 7340115) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"# Ngành Marketing (Mã ngành: 7340115)
**MÃ NGÀNH:** `7340115` | **KHOA QUẢN LÝ:** Khoa Quản trị kinh doanh (Ngành có điểm trúng tuyển TOP đầu HUIT)
**THỜI GIAN ĐÀO TẠO:** 3.5 năm (150 tín chỉ) | **HỌC PHÍ:** 14 - 16 triệu đồng/học kỳ
## 1. TỔ HỢP MÔN XÉT TUYỂN
- A00 (Toán, Lý, Hóa)
- A01 (Toán, Lý, Anh)
- D01 (Toán, Văn, Anh)
- D10 (Toán, Địa, Anh)
## 2. MỚI NHẤT: ĐIỂM SÀN & ĐIỂM CHUẨN THAM KHẢO
- **Điểm sàn xét tuyển THPT 2025 (Chính thức)**: `16.00 điểm`
- **Điểm sàn Đánh giá năng lực ĐHQG-HCM 2025**: `600 điểm`
- Điểm trúng tuyển THPT năm 2024: `23.00 điểm`
- Điểm trúng tuyển Học bạ năm 2024: `25.00 điểm`
## 3. MÔ TẢ NGÀNH & MỤC TIÊU ĐÀO TẠO",384,"-0.0581, -0.0838, -0.0993, -0.1746, -0.0699 ..."
23,Ngành Marketing (Mã ngành: 7340115) - Trường Đại học Công Thương TP.HCM - Tuyển Sinh HUIT (HUIT Cổng tuyển sinh chính thức),"Đào tạo Digital Marketing, Truyền thông thương hiệu, Content Marketing, Quảng cáo số (Facebook/Google/TikTok Ads), Nghiên cứu thị trường và Quản trị quan hệ khách hàng (CRM).
## 4. CƠ HỘI NGHỀ NGHIỆP VÀ VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP
- Chuyên viên Digital Marketing & SEO/SEM
- Chuyên viên Sáng tạo Nội dung (Content Creator / Copywriter)
- Quản trị Thương hiệu (Brand Manager)
- Chuyên viên Nghiên cứu Thị trường & Data Marketing
- Account Executive tại các Marketing Agency
## 5. PHƯƠNG THỨC XÉT TUYỂN VÀ HỌC BỔNG
- **Phương thức 1**: Xét theo kết quả kỳ thi tốt nghiệp THPT 2025 - 2026.
- **Phương thức 2**: Xét theo học bạ THPT (Trung bình cộng 3 môn tổ hợp lớp 10, 11 và HK1 lớp 12 hoặc cả năm lớp 12 >= 18.0 - 20.0 điểm).",384,"-0.1086, -0.0653, -0.0521, -0.0574, 0.0189 ..."
