#,title,text,embedding_dims,embedding_preview (5 số đầu)
11,HUIT (cổng tuyển sinh chính thức),"Điểm chuẩn xét tuyển là điểm nằm trong điều kiện xét tuyển của từng trường. Tùy vào ngành học, chỉ tiêu tuyển sinh mà các trường đại học sẽ đưa ra điểm tuyển sinh khác nhau. Hầu hết, với các trường đại học, cao đẳng sẽ xét tuyển dựa trên kết quả thi tốt nghiệp THPT và điểm tổng trung bình môn (trong tổ hợp môn xét tuyển).",384,"0.1700, 0.0950, -0.0599, -0.0279, 0.1514 ..."
12,HUIT (cổng tuyển sinh chính thức),"Ở một số trường cao đẳng, đại học sẽ xét điểm tổng trung bình môn trong tổ hợp môn xét tuyển phải đạt 6.0 điểm trở lên hoặc điểm tổng 3 môn trong tổng hợp môn xét tuyển + điểm ưu tiên đạt từ 18.0 điểm trở lên. Hơn nữa, điểm chuẩn xét tuyển cá năm sẽ khác nhau, vì vậy các em cần phải cập nhật thông tin liên tục để biết được điều kiện, hồ sơ, điểm xét tuyển chính xác nhất nhé. Trên đây là một số chia sẻ của chúng tôi về những điều cần biết khi xét tuyển học bạ. Với những thông tin chia sẻ trên sẽ giúp các em có thêm nhiều thông tin chi tiết tuyển sinh hơn. Để biết thêm thông tin tuyển sinh năm 2021, liên hệ ngay:",384,"0.2829, 0.0169, 0.0371, -0.1171, 0.0866 ..."
13,HUIT (cổng tuyển sinh chính thức),"Điện thoại: (028) 38161673 - 124 hoặc (028) 54082904 Kế toán “Ngôn ngữ của con số”, nền tảng của minh bạch và quản trị hiện đại Tài chính – Ngân hàng: Làm chủ dòng tiền, dẫn đầu kỷ nguyên tài chính số Điều gì làm nên hình ảnh sinh viên tiêu biểu thời đại mới? Người “giữ nhịp” hình ảnh phía sau những sự kiện HUIT Bộ Giáo dục và Đào tạo công bố đáp án tất cả môn thi tốt nghiệp THPT năm 2026",384,"-0.0345, 0.1804, -0.2021, -0.0254, 0.0718 ..."
14,HUIT (cổng tuyển sinh chính thức),"Điểm chuẩn đại học các khối xét tuyển sẽ tăng, giảm ra sao? Dựa vào phổ điểm, đại diện Trường Đại học Công Thương TP. HCM dự đoán điểm chuẩn xét tuyển từ khối A00, A01, D00 tăng nhưng không nhiều. _Thí sinh và phụ huynh tìm hiểu về thông tin tuyển sinh của Trường Đại học Công Thương TP.HCM_",384,"0.1928, 0.2683, 0.0116, -0.0751, 0.0758 ..."
15,HUIT (cổng tuyển sinh chính thức),"Với điểm thi tốt nghiệp THPT năm 2024, ThS. Phạm Thái Sơn - Giám đốc Trung tâm Tuyển sinh và Truyền thông Trường Đại học Công Thương TP. HCM, dự đoán điểm chuẩn các khối như A00, A01, D00 sẽ tương tự như năm 2023. Tức là điểm từ 25 trở lên cho các trường đại học top trên và các ngành nghề top trên của các trường đại học. Các trường đại học top trung bình, điểm chuẩn sẽ dao động từ 20 - 24, phần còn lại là mức điểm chuẩn từ 15 - 20.",384,"0.1952, 0.0983, 0.0958, -0.1844, 0.1549 ..."
16,HUIT (cổng tuyển sinh chính thức),"Điểm thi tốt nghiệp THPT năm nay cao hơn năm ngoái nhưng lượng chỉ tiêu xét tuyển bằng điểm thi tốt nghiệp THPT cũng cao hơn năm ngoái. Khối có môn Văn, Địa và Lịch sử sẽ có điểm chuẩn cao hơn năm 2023 từ 1 - 1,5 trở lên. Theo đó, trường top, dự đoán sẽ ở mức từ 25 - 26 điểm trở lên mới trúng tuyển, phần lớn các trường đại học ở mức điểm dự kiến trúng tuyển là từ 21 - 24.",384,"0.3197, 0.0714, 0.0084, -0.1170, 0.1440 ..."
17,HUIT (cổng tuyển sinh chính thức),"Dự kiến điểm chuẩn của Trường Đại học Công Thương TP.HCM xét theo điểm thi tốt nghiệp THPT năm 2024 là từ 16 - 23 điểm. Các ngành hot như Marketing, Kinh doanh quốc tế, Logistics và chuỗi cung ứng mức điểm chuẩn khoảng 22 - 23 điểm. Các ngành như Kế toán, Tài chính ngân hàng, Quản trị kinh doanh, Công nghệ thực phẩm,... sẽ có dự kiến điểm chuẩn là từ 21 - 22, còn lại một số ngành từ 16 - 18 điểm. Điểm sàn xét tuyển bằng phương thức điểm thi tốt nghiệp THPT năm 2024",384,"0.2253, 0.1311, -0.0067, -0.1483, 0.1837 ..."
18,HUIT (cổng tuyển sinh chính thức),"ĐH Công thương TP.HCM tư vấn trực tuyến tuyển sinh đại học 2026 ThS Phạm Thái Sơn, Giám đốc Trung tâm Tuyển sinh và Truyền thông của Đại học Công thương TP.HCM, sẽ trực tiếp giải đáp thắc mắc của phụ huynh, học sinh về thi THPT 2026 và bản đồ ngành, nghề mới nhất. Năm 2026, thế hệ học sinh 2k8 bước vào kỳ thi tốt nghiệp với nhiều điểm mới về quy chế tuyển sinh và phương thức xét tuyển đại học, từ việc siết nguyện vọng, thay đổi điểm cộng cho đến chuẩn đầu vào.",384,"0.1098, 0.1272, -0.0241, -0.1366, 0.0141 ..."
19,HUIT (cổng tuyển sinh chính thức),"Tuy nhiên, áp lực lớn nhất không nằm ở phòng thi, mà nằm ở khâu lựa chọn nguyện vọng. Trong bối cảnh học phí đại học có xu hướng điều chỉnh tăng và sự lên ngôi của trí tuệ nhân tạo (AI) đang định hình lại toàn bộ bức tranh nghề nghiệp, câu hỏi: ""Học gì để không thất nghiệp?"" hay ""Chọn ngành theo đam mê hay tỷ lệ đỗ?"" trở nên nóng hơn bao giờ hết. Nhiều phụ huynh và học sinh đang rơi vào trạng thái nhiễu thông tin khi đứng trước hàng loạt phương thức xét tuyển, cùng sự phân vân giữa việc chọn ngành theo sở thích cá nhân hay chạy theo xu hướng thị trường lao động đang thay đổi từng ngày.",384,"0.2317, 0.0429, 0.0456, 0.0532, 0.1303 ..."
20,HUIT (cổng tuyển sinh chính thức),"Thấu hiểu những băn khoăn đó, Tri thức - Znews chính thức ra mắt Pick the Right - series tư vấn tuyển sinh mùa thi 2026, đồng hành cùng hàng triệu thí sinh đang đứng trước ngưỡng cửa đại học. Không dừng lại ở những con số chỉ tiêu hay thông tin tuyển sinh thông thường, Pick the Right là không gian đối thoại chuyên sâu giữa độc giả Znews và các giảng viên, chuyên gia đầu ngành, nhà tuyển dụng, đại diện những trường đại học hàng đầu Việt Nam. Tại đây, mọi góc khuất của từng ngành học đều được lật mở - từ thực tế giảng đường, bài toán chi phí đào tạo, cho đến triển vọng thu nhập và lộ trình thăng tiến sau khi ra trường.",384,"-0.0979, 0.1082, -0.2490, 0.0108, 0.0868 ..."
21,HUIT (cổng tuyển sinh chính thức),"Pick the Right tin rằng một quyết định đúng không đến từ may mắn, mà đến từ thông tin đủ, góc nhìn rõ và sự chuẩn bị kỹ càng. Bởi mỗi lựa chọn nguyện vọng không chỉ là một tấm vé vào đại học, đó là bản thiết kế đầu tiên cho cả cuộc đời. Mở màn mùa thứ ba, Pick the Right chính thức khởi động chuỗi tư vấn tuyển sinh 2026 với khách mời đầu tiên: ThS Phạm Thái Sơn, Giám đốc Trung tâm Tuyển sinh và Truyền thông, trường Đại học Công thương TP.HCM (HUIT). Trong tập này, chuyên gia tuyển sinh Đại học Công thương TP.HCM sẽ trực tiếp tư vấn và lý giải những vấn đề nóng nhất của mùa thi 2026, bao gồm: Những điểm mới của kỳ thi tốt nghiệp THPT 2026",384,"0.1379, 0.0886, -0.1462, -0.1502, -0.0563 ..."
22,HUIT (cổng tuyển sinh chính thức),"Độc giả có thể đặt câu hỏi cho ThS Phạm Thái Sơn từ bây giờ. Tri thức - Znews chính thức ra mắt Pick the Right - series tư vấn tuyển sinh mùa thi 2026, đồng hành cùng hàng triệu thí sinh đang đứng trước ngưỡng cửa đại học.",384,"-0.1966, -0.0254, -0.2755, 0.0308, -0.0279 ..."
23,HUIT (cổng tuyển sinh chính thức),"Không dừng lại ở những con số chỉ tiêu hay thông tin tuyển sinh thông thường, Pick the Right là không gian đối thoại chuyên sâu giữa độc giả Znews và các giảng viên, chuyên gia đầu ngành, nhà tuyển dụng, đại diện những trường đại học hàng đầu Việt Nam. Tại đây, mọi góc khuất của từng ngành học đều được lật mở - từ thực tế giảng đường, bài toán chi phí đào tạo, cho đến triển vọng thu nhập và lộ trình thăng tiến sau khi ra trường. Pick the Right tin rằng một quyết định đúng không đến từ may mắn, mà đến từ thông tin đủ, góc nhìn rõ và sự chuẩn bị kỹ càng.",384,"-0.0594, 0.1739, -0.2679, 0.0393, 0.0799 ..."
24,HUIT (cổng tuyển sinh chính thức),"_Nguồn trích dẫn: zarsrc=30&utm_source=zalo&utm_medium=zalo&utm_campaign=zalo&gidzl=KASuCLfoOZvSi3WoM6fXErwsEZ13RM5lG-KpDKblO6qSkcrlJ6OsPakxQ3b8CM5X6BivQJWpx6ixKdfbCW_ Kế toán “Ngôn ngữ của con số”, nền tảng của minh bạch và quản trị hiện đại Tài chính – Ngân hàng: Làm chủ dòng tiền, dẫn đầu kỷ nguyên tài chính số Điều gì làm nên hình ảnh sinh viên tiêu biểu thời đại mới? Người “giữ nhịp” hình ảnh phía sau những sự kiện HUIT Bộ Giáo dục và Đào tạo công bố đáp án tất cả môn thi tốt nghiệp THPT năm 2026",384,"-0.3049, 0.0071, -0.3457, 0.0738, 0.1374 ..."
25,HUIT (cổng tuyển sinh chính thức),"Trường Đại học Công Thương TP. HCM công bố dự kiến điểm sàn xét tuyển năm 2025 Trường Đại học Công Thương TP. HCM (Tên viết tắt: HUIT - Mã trường: DCT) vừa thông tin về dự kiến mức điểm sàn xét tuyển đại học hệ chính quy năm 2025 cho một số phương thức tuyển sinh. Đây là cơ sở để thí sinh tham khảo, chuẩn bị cho giai đoạn đăng ký nguyện vọng từ ngày 16/7 đến 17h ngày 28/7/2025. Năm 2025, Trường Đại học Công Thương TP. HCM tuyển sinh 37 ngành** **đào tạo",384,"-0.0542, 0.4283, -0.0501, -0.2044, 0.1034 ..."
26,HUIT (cổng tuyển sinh chính thức),"Năm 2025, Trường Đại học Công Thương TP. HCM tuyển sinh 37 ngành đào tạo, trải rộng trên các khối ngành kỹ thuật – công nghệ, kinh tế – tài chính, thực phẩm – môi trường và ngôn ngữ – luật – du lịch. Chương trình đào tạo theo định hướng ứng dụng – thực hành – hội nhập, gắn với nhu cầu thực tiễn của doanh nghiệp và thị trường lao động. Một điểm mới đáng chú ý là nhà trường đã mở rộng tổ hợp xét tuyển khối C (C00, C01, C02, C03, C14) cho 27/37 ngành, tạo điều kiện thuận lợi hơn cho các thí sinh theo học các môn xã hội. Song song đó, Trường Đại học Công Thương TP. HCM tiếp tục triển khai nhiều chính sách học bổng hấp dẫn dành sinh viên như:",384,"0.1650, 0.1164, -0.0817, -0.0744, 0.0713 ..."
27,HUIT (cổng tuyển sinh chính thức),"Học bổng 50% học phí học kỳ đầu cho thí sinh trúng tuyển vào một số ngành như: Kỹ thuật Nhiệt; Công nghệ Vật liệu; Khoa học Chế biến Món ăn; Công nghệ Dệt, May; Kinh doanh Thời trang và Dệt may; Quản lý Tài nguyên và Môi trường; Công nghệ Kỹ thuật Môi trường; Công nghệ Chế biến Thủy sản; Khoa học Dinh dưỡng và Ẩm thực. Chính sách giảm học phí cho anh chị em ruột, sinh đối học cùng học tại HUIT Chính sách giảm học phí theo Nghị định 81/2021/NĐ-CP Điểm sàn xét tuyển từ kết quả kỳ thi tốt nghiệp THPT** **năm 2025: 16 điểm",384,"0.1162, 0.3013, 0.1040, 0.0413, 0.1538 ..."
28,HUIT (cổng tuyển sinh chính thức),"Theo dự kiến, điểm sàn đối với phương thức 1: Xét tuyển dựa trên kết quả kỳ thi tốt nghiệp THPT năm 2025 là **16 điểm cho tất cả các ngành**. Mức điểm này áp dụng cho 37 ngành đào tạo tại Trường Đại học Công Thương TP. HCM. Điểm xét tuyển được tính bằng tổng điểm của ba môn trong tổ hợp xét tuyển (không nhân hệ số), chưa cộng điểm ưu tiên theo khu vực hoặc đối tượng.",384,"0.2072, 0.1245, -0.1013, -0.1361, 0.0832 ..."
29,HUIT (cổng tuyển sinh chính thức),"ThS. Phạm Thái Sơn – Giám đốc Trung tâm Tuyển sinh và Truyền thông HUIT cho biết, việc xác định mức điểm sàn này căn cứ vào thực tế phổ điểm thi THPT năm nay có xu hướng giảm nhẹ, đặc biệt ở các tổ hợp có môn Tiếng Anh – do đề thi được đánh giá có tính phân loại cao hơn. Theo ThS. Phạm Thái Sơn, điểm chuẩn năm nay của một số ngành có thể giảm từ 0,5 đến 1,5 điểm so với năm 2024. Do đó, ngưỡng 16 điểm được đưa ra nhằm mở rộng cơ hội trúng tuyển cho thí sinh, đồng thời vẫn đảm bảo chất lượng đầu vào phù hợp với yêu cầu đào tạo. Điểm sàn xét tuyển sử dụng kết quả kỳ thi Đánh giá năng lực do ĐHQG-HCM tổ chức năm 2025****: 600 điểm",384,"0.1983, 0.1100, -0.0280, -0.1464, -0.0472 ..."
30,HUIT (cổng tuyển sinh chính thức),"Đối với phương thức 3:Xét tuyển sử dụng kết quả kỳ thi Đánh giá năng lực (ĐGNL) do ĐHQG-HCM tổ chức, điểm sàn dự kiến là **600 điểm cho các ngành**. Riêng đối với nhóm ngành Pháp luật, ngưỡng đảm bảo chất lượng đầu vào có tổng điểm tối thiểu bằng 720 điểm, đồng thời thành phần điểm Tiếng Việt tối thiểu bằng 180 điểm và thành phần điểm Toán tối thiểu bằng 180 điểm. Việc áp dụng điều kiện riêng cho ngành Luật được lý giải là để đảm bảo năng lực ngôn ngữ và tư duy logic – những yếu tố then chốt trong chương trình đào tạo ngành này.",384,"0.1287, 0.0638, -0.0969, -0.2453, -0.1186 ..."
31,HUIT (cổng tuyển sinh chính thức),"Trường lưu ý, các mức điểm nói trên hiện chỉ mang tính chất tham khảo và chưa phải là thông báo chính thức. Ngưỡng điểm sàn chính thức sẽ được công bố sau khi Bộ GD&ĐT tạo ban hành quy định chung về đảm bảo chất lượng đầu vào trong kỳ tuyển sinh năm nay.",384,"0.0568, 0.0410, 0.0117, -0.1647, 0.0238 ..."
32,HUIT (cổng tuyển sinh chính thức),"Tuyển sinh 2024: Xét tuyển học bạ - Năm lớp 10, năm lớp 11 và học kỳ I năm lớp 12 Trường Đại học Công Thương Thành phố Hồ Chí Minh (HUIT - Mã trường DCT) thông báo về việc tuyển sinh đại học hệ chính quy năm 2024 theo hình thức xét tuyển học bạ THPT năm lớp 10, năm lớp 11 và học kỳ 1 năm lớp 12. Thời gian nhận hồ sơ đăng ký xét tuyển đến 23/6/2024. I. Điều kiện xét tuyển:** Trung bình cộng của tổ hợp môn xét tuyển, ứng với từng ngành xét tuyển của năm lớp 10, năm lớp 11 và học kỳ I năm lớp 12 đạt từ 20 điểm trở lên. Nguyên tắc xét tuyển** | **Ngưỡng đầu vào** | **Chỉ tiêu** | **Tiêu chí phụ",384,"0.0626, 0.3874, 0.0156, -0.1649, 0.1347 ..."
33,HUIT (cổng tuyển sinh chính thức),"Xét tuyển từ cao trở xuống đến khi đủ chỉ tiêu. Trường hợp xét tuyển đến một mức điểm nhất định vẫn còn chỉ tiêu nhưng số thí sinh cùng bằng điểm cao hơn số lượng chỉ tiêu còn lại, thực hiện xét tuyển theo các tiêu chí phụ. | Xét tuyển theo kết quả học tập THPT của năm lớp 10, năm lớp 11 và của học kỳ I năm lớp 12. Trung bình cộng của tổ hợp môn xét tuyển, ứng với từng ngành xét tuyển của năm lớp 10, năm lớp 11 và của học kỳ I năm lớp 12 đạt từ 20 điểm trở lên. Mức điểm này là mức điểm dành cho thí sinh khu vực 3, việc tính điểm ưu tiên khu vực và đối tượng theo quy chế hiện hành. | Trường dành khoảng 30% chỉ tiêu cho phương thức xét tuyển này, theo quy định của Bộ Giáo dục và Đào tạo. | Thí sinh có điểm thi môn Toán (hoặc môn Ngữ văn đối với tổ hợp D15) cao hơn sẽ trúng tuyển, riêng 2 ngành Ngôn ngữ Anh và Ngôn ngữ Trung Quốc là môn Tiếng Anh.",384,"0.2507, 0.2142, 0.0486, -0.0644, 0.0718 ..."
34,HUIT (cổng tuyển sinh chính thức),"Lưu ý quy đổi điểm môn Tiếng Anh: Đối với thí sinh có những chứng chỉ (CC) ngoại ngữ theo quy định có thể sử dụng để quy đổi điểm môn Tiếng Anh để xét tuyển các tổ hợp có môn Tiếng Anh thông qua hệ thống quy đổi của Nhà trường. Danh mục chứng chỉ ngoại ngữ dùng để quy đổi điểm môn tiếng Anh đối với thí sinh xét tuyển đại học chính quy năm 2024. Thí sinh sẽ quy đổi điểm trong quá trình nộp hồ sơ về Trường, còn đối với phương thức 1 Nhà trường sẽ có thông báo riêng khung thời gian và cách thức thí sinh nộp chứng chỉ ngoại ngữ về Trường để Trường quy đổi điểm môn Tiếng Anh khi khung thời gian xét tuyển sinh năm 2024 của Bộ được công bố.",384,"0.0014, -0.1277, 0.0365, -0.2086, -0.0436 ..."
35,HUIT (cổng tuyển sinh chính thức),II. Danh sách các ngành xét tuyển đại học hệ chính quy năm 2024 bằng phương thức xét tuyển học bạ THPT Stt | Mã ngành xét tuyển | Tên ngành xét tuyển | Tổ hợp môn 1 | 7540101 | Công nghệ thực phẩm | A00 | A01 | D07 | B00 2 | 7540106 | Đảm bảo chất lượng & ATTP | A00 | A01 | D07 | B00 3 | 7540105 | Công nghệ chế biến thủy sản | A00 | A01 | D07 | B00 4 | 7340129 | Quản trị kinh doanh thực phẩm | A00 | A01 | D01 | D10 5 | 7340101 | Quản trị kinh doanh | A00 | A01 | D01 | D10 6 | 7340120 | Kinh doanh quốc tế | A00 | A01 | D01 | D10 7 | 7340115 | Marketing | A00 | A01 | D01 | D10 8 | 7340122 | Thương mại điện tử | A00 | A01 | D01 | D10,384,"-0.0031, 0.1540, 0.1831, -0.0299, 0.0698 ..."
36,HUIT (cổng tuyển sinh chính thức),9 | 7510605 | Logistic và quản lý chuỗi cung ứng | A00 | A01 | D01 | D10 10 | 7340301 | Kế toán | A00 | A01 | D01 | D10 11 | 7340201 | Tài chính ngân hàng | A00 | A01 | D01 | D10 12 | 7340205 | Công nghệ tài chính | A00 | A01 | D01 | D07 13 | 7380107 | Luật kinh tế | A00 | A01 | D01 | D15 14 | 7510401 | Công nghệ kỹ thuật hóa học | A00 | A01 | D07 | B00 15 | 7510406 | Công nghệ kỹ thuật môi trường | A00 | A01 | D07 | B00 16 | 7850101 | Quản lý tài nguyên và môi trường | A00 | A01 | D07 | B00 17 | 7420201 | Công nghệ sinh học | A00 | A01 | D07 | B00 18 | 7480201 | Công nghệ thông tin | A00 | A01 | D01 | D07,384,"-0.2243, -0.0188, 0.1157, -0.1515, -0.0186 ..."
37,HUIT (cổng tuyển sinh chính thức),"19 | 7480202 | An toàn thông tin | A00 | A01 | D01 | D07 20 | 7460108 | Khoa học dữ liệu | A00 | A01 | D01 | D07 21 | 7340123 | Kinh doanh thời trang và Dệt may | A00 | A01 | D01 | D10 22 | 7540204 | Công nghệ dệt, may | A00 | A01 | D01 | D07 23 | 7510202 | Công nghệ chế tạo máy | A00 | A01 | D01 | D07 24 | 7510203 | Công nghệ kỹ thuật cơ điện tử | A00 | A01 | D01 | D07 25 | 7520115 | Kỹ thuật nhiệt | A00 | A01 | D01 | D07 26 | 7510301 | Công nghệ kỹ thuật Điện - Điện tử | A00 | A01 | D01 | D07 27 | 7510303 | Công nghệ kỹ thuật điều khiển và tự động hóa | A00 | A01 | D01 | D07",384,"-0.1709, 0.2082, 0.1322, -0.0187, 0.0703 ..."
38,HUIT (cổng tuyển sinh chính thức),28 | 7819009 | Khoa học dinh dưỡng và ẩm thực | A00 | A01 | D07 | B00 29 | 7819010 | Khoa học chế biến món ăn | A00 | A01 | D07 | B00 30 | 7810103 | Quản trị dịch vụ du lịch và lữ hành | A00 | A01 | D01 | D15 31 | 7810202 | Quản trị nhà hàng và dịch vụ ăn uống | A00 | A01 | D01 | D15 32 | 7810201 | Quản trị khách sạn | A00 | A01 | D01 | D15 33 | 7220201 | Ngôn ngữ Anh | A01 | D01 | D09 | D10 34 | 7220204 | Ngôn ngữ Trung Quốc | A01 | D01 | D09 | D10 III. Cách thức đăng ký hồ sơ xét tuyển và lệ phí: 3.1 Hồ sơ đăng ký xét tuyển/Thời gian đăng ký xét tuyển 1. Phiếu đăng ký xét tuyển (theo mẫu) tải về tại:,384,"-0.1030, 0.0536, 0.2788, -0.0046, 0.0008 ..."
39,HUIT (cổng tuyển sinh chính thức),"3. Bằng tốt nghiệp hoặc Giấy chứng nhận tốt nghiệp tạm thời (Photo công chứng) 4. Chứng minh nhân dân hoặc Thẻ căn cước công dân (Photo công chứng) 5. Giấy chứng nhận ưu tiên (nếu có). 6. Hồ sơ minh chứng quy đổi điểm môn Anh văn (nếu có) Trực tuyến:**thí sinh đăng ký trên cổng đăng ký của Trường theo đường link: Trực tiếp:**thí sinh nộp hồ sơ trực tiếp tại Trường hoặc gửi qua đường bưu điện về Trung tâm Tuyển sinh & Truyền thông (Tầng trệt nhà F, số 140 Lê Trọng Tấn, phường Tây Thạnh, quận Tân Phú, Tp. Hồ Chí Minh). Thí sinh đóng tiền lệ phí trực tiếp hoặc trực tuyến cho Trường. Lệ phí:****150.000 đồng/01 hồ sơ.",384,"0.1580, 0.1000, 0.0556, -0.1647, 0.0769 ..."
